user_id,product_id,product,prices,first_name,last_name,email,gender
8,1114.0,English Muffin,71.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1124.0,Avocado,59.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1139.0,Sardines,65.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1183.0,Clam - Cherrystone,60.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1192.0,Pastry - Choclate Baked,81.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1219.0,Onions - Green,62.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1260.0,Melon - Cantaloupe,66.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1270.0,Baking Soda,64.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1276.0,"Soup - Campbells, Creamy",89.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1279.0,Island Oasis - Strawberry,39.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1290.0,Jolt Cola - Electric Blue,57.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1311.0,Wine - Vouvray Cuvee Domaine,61.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1315.0,Tandoori Curry Paste,37.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1332.0,Salt - Kosher,62.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1369.0,The Pop Shoppe - Lime Rickey,57.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1373.0,Wine - Touraine Azay - Le - Rideau,48.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1401.0,Wine - Riesling Alsace Ac 2001,52.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1410.0,Ice Cream Bar - Rolo Cone,53.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1411.0,"Chilli Paste, Ginger Garlic",52.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1448.0,Carbonated Water - Orange,46.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1501.0,"Salsify, Organic",61.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1569.0,Compound - Raspberry,76.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1609.0,Pop Shoppe Cream Soda,85.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1622.0,Potatoes - Idaho 100 Count,82.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1659.0,"Oregano - Dry, Rubbed",27.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1689.0,Wine - Periguita Fonseca,94.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1711.0,Bagels Poppyseed,34.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1712.0,Soup Campbells Beef With Veg,87.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1769.0,Soup - French Can Pea,57.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1782.0,Pork - Suckling Pig,73.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1798.0,"Veal - Leg, Provimi - 50 Lb Max",60.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1824.0,Chocolate Bar - Coffee Crisp,60.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1861.0,Pork - Ground,70.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1862.0,Flour - Masa De Harina Mexican,7.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1876.0,Pork - Shoulder,58.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1973.0,Ecolab Silver Fusion,56.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1973.0,Ecolab Silver Fusion,56.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1973.0,Ecolab Silver Fusion,56.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1979.0,Appetiser - Bought,25.0,Merle,Creser,mcreser7@washingtonpost.com,Female
8,1992.0,Lid Tray - 12in Dome,46.0,Merle,Creser,mcreser7@washingtonpost.com,Female
9,,,,Addie,Craiker,acraiker8@cargocollective.com,Female
10,1004.0,Wine - Chateau Bonnet,16.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1030.0,Wine - Sogrape Mateus Rose,69.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1038.0,Longos - Penne With Pesto,65.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1101.0,Tomato - Plum With Basil,63.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1101.0,Tomato - Plum With Basil,63.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1134.0,"Yeast - Fresh, Fleischman",80.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1135.0,Cheese - Mozzarella,63.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1144.0,Food Colouring - Pink,48.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1192.0,Pastry - Choclate Baked,81.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1257.0,Beer - Creemore,83.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1264.0,Beets - Mini Golden,56.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1287.0,Milk - Buttermilk,9.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1297.0,Beef - Cow Feet Split,12.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1332.0,Salt - Kosher,62.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1337.0,Island Oasis - Raspberry,28.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1338.0,Wine - Sauvignon Blanc,72.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1341.0,Cup - 4oz Translucent,18.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1343.0,Tequila Rose Cream Liquor,70.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1359.0,Cookie Trail Mix,92.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1402.0,"Rum - White, Gg White",107.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1404.0,Compound - Orange,66.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1427.0,Chicken - Whole,34.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1442.0,Tomatoes - Grape,97.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1480.0,Spinach - Frozen,62.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1480.0,Spinach - Frozen,62.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1482.0,Shrimp - Black Tiger 8 - 12,44.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1514.0,Muffin Hinge 117n,36.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1530.0,Bread - Mini Hamburger Bun,68.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1578.0,Tea - Decaf Lipton,20.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1618.0,Sauce - Mint,50.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1625.0,Wine - Chateau Timberlay,47.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1673.0,Table Cloth 90x90 White,76.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1697.0,Squid Ink,72.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1723.0,Neckerchief Blck,63.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1734.0,"Shrimp, Dried, Small / Lb",30.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1736.0,Wine - Casillero Del Diablo,58.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1754.0,Salmon Steak - Cohoe 8 Oz,64.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1768.0,Coriander - Ground,11.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1804.0,Pear - Prickly,59.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1862.0,Flour - Masa De Harina Mexican,7.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1885.0,Coconut - Whole,74.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
10,1931.0,Wine - Jafflin Bourgongone,26.0,Guillermo,Halliberton,ghalliberton9@360.cn,Male
11,,,,Nikolia,Goldbourn,ngoldbourna@yahoo.com,Female
12,,,,Tedi,Jiruch,tjiruchb@networkadvertising.org,Female
13,,,,Bartholomew,Ettridge,bettridgec@google.it,Male
14,,,,Wallas,Sowerby,wsowerbyd@shareasale.com,Male
15,,,,Wildon,Stapylton,wstapyltone@dot.gov,Male
16,1004.0,Wine - Chateau Bonnet,16.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1004.0,Wine - Chateau Bonnet,16.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1006.0,Waffle Stix,60.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1052.0,Cheese - Oka,56.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1058.0,Steampan Lid,59.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1095.0,"Bread - White, Sliced",63.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1097.0,Cheese - Marble,36.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1142.0,Corn - On The Cob,55.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1176.0,Scallops - 20/30,56.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1230.0,"Cake Circle, Foil, Scallop",67.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1264.0,Beets - Mini Golden,56.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1270.0,Baking Soda,64.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1279.0,Island Oasis - Strawberry,39.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1307.0,Flour - Strong Pizza,50.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1337.0,Island Oasis - Raspberry,28.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1354.0,Wine - Niagara Peninsula Vqa,51.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1382.0,"Lamb - Leg, Bone In",92.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1389.0,"Jam - Marmalade, Orange",60.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1428.0,Higashimaru Usukuchi Soy,45.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1444.0,Sun - Dried Tomatoes,75.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1449.0,Green Scrubbie Pad H.duty,41.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1452.0,"Soup - Knorr, French Onion",46.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1569.0,Compound - Raspberry,76.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1594.0,Calypso - Pineapple Passion,56.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1613.0,Ecolab - Hobart Washarm End Cap,60.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1623.0,Flour - Semolina,30.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1625.0,Wine - Chateau Timberlay,47.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1631.0,Wine - Shiraz South Eastern,75.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1664.0,"Bread - Multigrain, Loaf",2.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1689.0,Wine - Periguita Fonseca,94.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1693.0,Veal - Knuckle,33.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1718.0,Artichoke - Fresh,55.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1744.0,Veal - Bones,52.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1779.0,"Mushroom - Chantrelle, Fresh",36.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1781.0,Dome Lid Clear P92008h,39.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1886.0,Salt - Celery,77.0,Ag,Vanner,avannerf@sitemeter.com,Female
16,1931.0,Wine - Jafflin Bourgongone,26.0,Ag,Vanner,avannerf@sitemeter.com,Female
17,,,,Maggy,Drewett,mdrewettg@shutterfly.com,Female
18,,,,Sophia,Pingstone,spingstoneh@bluehost.com,Female
19,1078.0,Sea Urchin,32.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1115.0,"Cheese - Havarti, Roasted Garlic",45.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1135.0,Cheese - Mozzarella,63.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1141.0,"Beef - Cooked, Corned",39.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1215.0,Bread - Multigrain Oval,70.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1241.0,Sponge Cake Mix - Vanilla,59.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1243.0,Steel Wool,48.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1255.0,Soup - Campbellschix Stew,34.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1257.0,Beer - Creemore,83.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1257.0,Beer - Creemore,83.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1272.0,Sunflower Seed Raw,15.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1287.0,Milk - Buttermilk,9.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1294.0,Sugar - Monocystal / Rock,63.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1370.0,Mushrooms - Honey,18.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1386.0,Remy Red Berry Infusion,44.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1392.0,"Cheese - Brie, Triple Creme",46.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1408.0,Apricots Fresh,31.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1444.0,Sun - Dried Tomatoes,75.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1480.0,Spinach - Frozen,62.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1497.0,Soup Campbells Turkey Veg.,61.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1508.0,Squash - Sunburst,51.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1537.0,Shrimp - 100 / 200 Cold Water,37.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1601.0,Macaroons - Two Bite Choc,85.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1634.0,Apricots - Dried,54.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1642.0,Cilantro / Coriander - Fresh,55.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1663.0,Energy Drink - Franks Original,45.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1673.0,Table Cloth 90x90 White,76.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1730.0,Juice - Cranberry 284ml,48.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1750.0,Glaze - Clear,75.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1751.0,"Sauce - Black Current, Dry Mix",74.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1791.0,Butcher Twine 4r,72.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1886.0,Salt - Celery,77.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1886.0,Salt - Celery,77.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1888.0,Appetizer - Southwestern,25.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1954.0,Syrup - Pancake,49.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1979.0,Appetiser - Bought,25.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
19,1994.0,Durian Fruit,54.0,Arlena,Nelthropp,anelthroppi@cpanel.net,Female
20,,,,Lulita,Byres,lbyresj@ibm.com,Female
21,1022.0,Chinese Foods - Thick Noodles,70.0,Barnaby,Tookey,btookeyk@marriott.com,Male
21,1034.0,Soup - Tomato Mush. Florentine,32.0,Barnaby,Tookey,btookeyk@marriott.com,Male
21,1052.0,Cheese - Oka,56.0,Barnaby,Tookey,btookeyk@marriott.com,Male
21,1064.0,Bag - Regular Kraft 20 Lb,43.0,Barnaby,Tookey,btookeyk@marriott.com,Male
21,1077.0,Browning Caramel Glace,78.0,Barnaby,Tookey,btookeyk@marriott.com,Male
21,1089.0,Beer - Tetleys,16.0,Barnaby,Tookey,btookeyk@marriott.com,Male
21,1102.0,"Quail - Eggs, Fresh",54.0,Barnaby,Tookey,btookeyk@marriott.com,Male
21,1120.0,Beer - Camerons Cream Ale,30.0,Barnaby,Tookey,btookeyk@marriott.com,Male
21,1124.0,Avocado,59.0,Barnaby,Tookey,btookeyk@marriott.com,Male
21,1146.0,Chocolate - Milk Coating,71.0,Barnaby,Tookey,btookeyk@marriott.com,Male
21,1185.0,Pasta - Ravioli,59.0,Barnaby,Tookey,btookeyk@marriott.com,Male
21,1245.0,Wine - Montecillo Rioja Crianza,33.0,Barnaby,Tookey,btookeyk@marriott.com,Male
21,1264.0,Beets - Mini Golden,56.0,Barnaby,Tookey,btookeyk@marriott.com,Male
21,1297.0,Beef - Cow Feet Split,12.0,Barnaby,Tookey,btookeyk@marriott.com,Male
21,1299.0,Wine - Merlot Vina Carmen,50.0,Barnaby,Tookey,btookeyk@marriott.com,Male
21,1335.0,Pepper - Sorrano,59.0,Barnaby,Tookey,btookeyk@marriott.com,Male
21,1351.0,Mustard - Dijon,56.0,Barnaby,Tookey,btookeyk@marriott.com,Male
21,1365.0,Oven Mitts - 15 Inch,54.0,Barnaby,Tookey,btookeyk@marriott.com,Male
21,1370.0,Mushrooms - Honey,18.0,Barnaby,Tookey,btookeyk@marriott.com,Male
21,1382.0,"Lamb - Leg, Bone In",92.0,Barnaby,Tookey,btookeyk@marriott.com,Male
21,1428.0,Higashimaru Usukuchi Soy,45.0,Barnaby,Tookey,btookeyk@marriott.com,Male
21,1509.0,Juice - Happy Planet,30.0,Barnaby,Tookey,btookeyk@marriott.com,Male
21,1530.0,Bread - Mini Hamburger Bun,68.0,Barnaby,Tookey,btookeyk@marriott.com,Male
21,1541.0,"Iced Tea - Lemon, 340ml",12.0,Barnaby,Tookey,btookeyk@marriott.com,Male
21,1543.0,"Lettuce - Mini Greens, Whole",56.0,Barnaby,Tookey,btookeyk@marriott.com,Male
21,1644.0,Yogurt - Plain,39.0,Barnaby,Tookey,btookeyk@marriott.com,Male
21,1649.0,Hipnotiq Liquor,39.0,Barnaby,Tookey,btookeyk@marriott.com,Male
21,1673.0,Table Cloth 90x90 White,76.0,Barnaby,Tookey,btookeyk@marriott.com,Male
21,1678.0,Rice - Brown,60.0,Barnaby,Tookey,btookeyk@marriott.com,Male
21,1682.0,Soup - Chicken And Wild Rice,57.0,Barnaby,Tookey,btookeyk@marriott.com,Male
21,1689.0,Wine - Periguita Fonseca,94.0,Barnaby,Tookey,btookeyk@marriott.com,Male
