item_id,client_id,created_at,name,gender,dob,email,phone,channel,first_contact,lat,lon,location_name,created_at_client,item_name,price,category,image_url,inventory
10001,100007628,2021-06-11 16:27:02.801943,Sona Yagol,Prefer not to say,2003-09-03,sona.yagol@fakeemail.com,9841420358,Google Search,app,27.7032,85.3224,Kantipur City College,2021-03-28 00:58:28.990627,"VivoBook 14 X415JA (14” FHD, Intel i7-1065G7, Intel UHD, 8GB, 512GB SSD)",115000,Laptop,"https://dummyimage.com/600x400/000/fff&text=VivoBook+14+X415JA+(14”+FHD,+Intel+i7-1065G7,+Intel+UHD,+8GB,+512GB+SSD)",39
10001,100008263,2021-06-02 21:16:37.492246,Srijan Rijwan,Male,1998-07-02,srijan.rijwan@fakeemail.com,9841765265,Word of Mouth,browser,27.7078,85.3366,Rudramati Marg,2021-04-09 05:32:11.556371,"VivoBook 14 X415JA (14” FHD, Intel i7-1065G7, Intel UHD, 8GB, 512GB SSD)",115000,Laptop,"https://dummyimage.com/600x400/000/fff&text=VivoBook+14+X415JA+(14”+FHD,+Intel+i7-1065G7,+Intel+UHD,+8GB,+512GB+SSD)",39
10001,100008457,2021-06-20 21:45:44.828266,Milan Ashafak,Male,1998-07-02,milan.ashafak@fakeemail.com,9841231460,Word of Mouth,app,27.7075,85.3199,Kamaladi Marg,2021-04-12 07:33:22.664373,"VivoBook 14 X415JA (14” FHD, Intel i7-1065G7, Intel UHD, 8GB, 512GB SSD)",115000,Laptop,"https://dummyimage.com/600x400/000/fff&text=VivoBook+14+X415JA+(14”+FHD,+Intel+i7-1065G7,+Intel+UHD,+8GB,+512GB+SSD)",39
10001,100008519,2021-04-13 08:36:27.937945,Rajiv Shelalik,Male,1975-03-06,rajiv.shelalik@fakeemail.com,9841765363,Facebook/Ads,browser,27.7146,85.2934,Siddhicharan Marg,2021-04-13 02:16:49.611494,"VivoBook 14 X415JA (14” FHD, Intel i7-1065G7, Intel UHD, 8GB, 512GB SSD)",115000,Laptop,"https://dummyimage.com/600x400/000/fff&text=VivoBook+14+X415JA+(14”+FHD,+Intel+i7-1065G7,+Intel+UHD,+8GB,+512GB+SSD)",39
10001,100010020,2021-06-19 20:09:58.754142,Saroj vatsa Nandan,Other,2005-06-06,saroj.vatsa@fakeemail.com,9841808874,Google Search,browser,27.6785,85.3209,Patandhoka Road,2021-05-10 16:33:59.070733,"VivoBook 14 X415JA (14” FHD, Intel i7-1065G7, Intel UHD, 8GB, 512GB SSD)",115000,Laptop,"https://dummyimage.com/600x400/000/fff&text=VivoBook+14+X415JA+(14”+FHD,+Intel+i7-1065G7,+Intel+UHD,+8GB,+512GB+SSD)",39
10001,100011241,2021-08-18 04:48:29.739863,Yashoda Bishwas,Female,2002-06-02,yashoda.bishwas@fakeemail.com,9841227971,Facebook/Ads,browser,27.6831,85.3134,Highlights Nepal Pvt. Ltd.,2021-05-31 04:15:50.868472,"VivoBook 14 X415JA (14” FHD, Intel i7-1065G7, Intel UHD, 8GB, 512GB SSD)",115000,Laptop,"https://dummyimage.com/600x400/000/fff&text=VivoBook+14+X415JA+(14”+FHD,+Intel+i7-1065G7,+Intel+UHD,+8GB,+512GB+SSD)",39
10001,100011995,2021-07-10 22:22:20.318994,Satish Pyatha,Male,1996-07-23,satish.pyatha@fakeemail.com,9841122439,Facebook/Ads,browser,27.6589,85.3195,Ring Road,2021-06-12 12:46:10.928703,"VivoBook 14 X415JA (14” FHD, Intel i7-1065G7, Intel UHD, 8GB, 512GB SSD)",115000,Laptop,"https://dummyimage.com/600x400/000/fff&text=VivoBook+14+X415JA+(14”+FHD,+Intel+i7-1065G7,+Intel+UHD,+8GB,+512GB+SSD)",39
10001,100012384,2021-08-31 19:13:35.408703,Sabin Angthupo,Male,2003-02-15,sabin.angthupo@fakeemail.com,9841375658,Google Search,browser,27.685,85.3127,Coffee Beans,2021-06-19 03:35:51.455565,"VivoBook 14 X415JA (14” FHD, Intel i7-1065G7, Intel UHD, 8GB, 512GB SSD)",115000,Laptop,"https://dummyimage.com/600x400/000/fff&text=VivoBook+14+X415JA+(14”+FHD,+Intel+i7-1065G7,+Intel+UHD,+8GB,+512GB+SSD)",39
10001,100013039,2021-06-28 14:30:07.923207,Manish Siddhi,Male,1983-02-21,manish.siddhi@fakeemail.com,9841043314,Facebook/Ads,app,27.6901,85.3286,Bijuli Bajar Bridge,2021-06-28 09:00:47.147436,"VivoBook 14 X415JA (14” FHD, Intel i7-1065G7, Intel UHD, 8GB, 512GB SSD)",115000,Laptop,"https://dummyimage.com/600x400/000/fff&text=VivoBook+14+X415JA+(14”+FHD,+Intel+i7-1065G7,+Intel+UHD,+8GB,+512GB+SSD)",39
10001,100013039,2021-06-28 16:42:33.402006,Manish Siddhi,Male,1983-02-21,manish.siddhi@fakeemail.com,9841043314,Facebook/Ads,app,27.6901,85.3286,Bijuli Bajar Bridge,2021-06-28 09:00:47.147436,"VivoBook 14 X415JA (14” FHD, Intel i7-1065G7, Intel UHD, 8GB, 512GB SSD)",115000,Laptop,"https://dummyimage.com/600x400/000/fff&text=VivoBook+14+X415JA+(14”+FHD,+Intel+i7-1065G7,+Intel+UHD,+8GB,+512GB+SSD)",39
10001,100014000,2021-08-09 06:23:38.126518,Roshika Sanskriti,Female,1993-01-06,roshika.sanskriti@fakeemail.com,9841183201,Word of Mouth,browser,27.7117,85.3089,J P Marg,2021-07-08 16:10:00.802951,"VivoBook 14 X415JA (14” FHD, Intel i7-1065G7, Intel UHD, 8GB, 512GB SSD)",115000,Laptop,"https://dummyimage.com/600x400/000/fff&text=VivoBook+14+X415JA+(14”+FHD,+Intel+i7-1065G7,+Intel+UHD,+8GB,+512GB+SSD)",39
10001,100016103,2021-07-23 04:59:30.247038,Bibhas B.c,Male,2001-01-02,bibhas.b.c@fakeemail.com,9841383508,Word of Mouth,browser,27.7166,85.2829,Ring Road,2021-07-23 04:08:49.756465,"VivoBook 14 X415JA (14” FHD, Intel i7-1065G7, Intel UHD, 8GB, 512GB SSD)",115000,Laptop,"https://dummyimage.com/600x400/000/fff&text=VivoBook+14+X415JA+(14”+FHD,+Intel+i7-1065G7,+Intel+UHD,+8GB,+512GB+SSD)",39
10001,100019012,2021-08-13 17:31:15.726532,Eyrum Tibrawal,Female,1996-05-30,eyrum.tibrawal@fakeemail.com,9841268080,Other,browser,27.7228,85.3134,Samakhusi Marg,2021-08-13 11:58:29.487268,"VivoBook 14 X415JA (14” FHD, Intel i7-1065G7, Intel UHD, 8GB, 512GB SSD)",115000,Laptop,"https://dummyimage.com/600x400/000/fff&text=VivoBook+14+X415JA+(14”+FHD,+Intel+i7-1065G7,+Intel+UHD,+8GB,+512GB+SSD)",39
10001,100021239,2021-08-29 00:08:46.880610,Pralhad Sakota,Male,2000-06-20,pralhad.sakota@fakeemail.com,9841129937,Google Search,browser,27.7191,85.3514,27�43'08.8946N 85�21'04.9846E,2021-08-29 00:04:03.560254,"VivoBook 14 X415JA (14” FHD, Intel i7-1065G7, Intel UHD, 8GB, 512GB SSD)",115000,Laptop,"https://dummyimage.com/600x400/000/fff&text=VivoBook+14+X415JA+(14”+FHD,+Intel+i7-1065G7,+Intel+UHD,+8GB,+512GB+SSD)",39
10002,100000005,2021-03-11 02:21:48.699593,Samita Palikhay,Female,1998-12-14,samita.palikhay@fakeemail.com,9841129179,Google Search,browser,27.6875,85.3322,Swet Binayak Marg,2020-09-01 22:41:05.181297,"Helios 300 2020 (15.6″ FHD 144Hz, Core i7-10750H, GTX 1660 Ti, 16GB, 512GB SSD)",190000,Laptop,"https://dummyimage.com/600x400/000/fff&text=Helios+300+2020+(15.6″+FHD+144Hz,+Core+i7-10750H,+GTX+1660+Ti,+16GB,+512GB+SSD)",27
10002,100000213,2021-02-19 11:46:43.873607,Rohan Serma,Male,1978-11-07,rohan.serma@fakeemail.com,9841587695,Google Search,browser,27.7224,85.3532,Boudhha,2020-09-11 05:46:25.624302,"Helios 300 2020 (15.6″ FHD 144Hz, Core i7-10750H, GTX 1660 Ti, 16GB, 512GB SSD)",190000,Laptop,"https://dummyimage.com/600x400/000/fff&text=Helios+300+2020+(15.6″+FHD+144Hz,+Core+i7-10750H,+GTX+1660+Ti,+16GB,+512GB+SSD)",27
10002,100000483,2021-01-28 21:22:02.986120,Saswat Mhat,Male,2000-09-11,saswat.mhat@fakeemail.com,9841072605,Other,app,27.73,85.3123,Jyagdi steak Corner,2020-09-22 09:57:49.386839,"Helios 300 2020 (15.6″ FHD 144Hz, Core i7-10750H, GTX 1660 Ti, 16GB, 512GB SSD)",190000,Laptop,"https://dummyimage.com/600x400/000/fff&text=Helios+300+2020+(15.6″+FHD+144Hz,+Core+i7-10750H,+GTX+1660+Ti,+16GB,+512GB+SSD)",27
10002,100000666,2020-12-05 07:45:16.959573,Finjo Bhitrikoti,Male,1999-10-30,finjo.bhitrikoti@fakeemail.com,9841722926,Facebook/Ads,app,27.6866,85.3421,SIDDHARTHA COTTAGE RESTAURANT & BAR,2020-09-30 15:42:57.870787,"Helios 300 2020 (15.6″ FHD 144Hz, Core i7-10750H, GTX 1660 Ti, 16GB, 512GB SSD)",190000,Laptop,"https://dummyimage.com/600x400/000/fff&text=Helios+300+2020+(15.6″+FHD+144Hz,+Core+i7-10750H,+GTX+1660+Ti,+16GB,+512GB+SSD)",27
10002,100002333,2020-11-24 20:12:43.474092,Sam Bjaracharya,Male,2000-10-21,sam.bjaracharya@fakeemail.com,9841562329,Facebook/Ads,browser,27.6701,85.3107,Ekantakuna Rd 13,2020-11-24 09:31:46.631299,"Helios 300 2020 (15.6″ FHD 144Hz, Core i7-10750H, GTX 1660 Ti, 16GB, 512GB SSD)",190000,Laptop,"https://dummyimage.com/600x400/000/fff&text=Helios+300+2020+(15.6″+FHD+144Hz,+Core+i7-10750H,+GTX+1660+Ti,+16GB,+512GB+SSD)",27
10002,100002563,2021-01-20 14:34:16.292309,Sona Akheli,Female,2000-06-19,sona.akheli@fakeemail.com,9841880718,Facebook/Ads,browser,27.7477,85.348,Aaja Ground Road,2020-12-01 03:59:02.085035,"Helios 300 2020 (15.6″ FHD 144Hz, Core i7-10750H, GTX 1660 Ti, 16GB, 512GB SSD)",190000,Laptop,"https://dummyimage.com/600x400/000/fff&text=Helios+300+2020+(15.6″+FHD+144Hz,+Core+i7-10750H,+GTX+1660+Ti,+16GB,+512GB+SSD)",27
10002,100002950,2021-01-28 03:55:10.495913,Sushil Rayal,Male,2003-02-10,sushil.rayal@fakeemail.com,9841423558,Facebook/Ads,browser,27.7201,85.3264,Gyandeep Marg,2020-12-12 05:32:46.044289,"Helios 300 2020 (15.6″ FHD 144Hz, Core i7-10750H, GTX 1660 Ti, 16GB, 512GB SSD)",190000,Laptop,"https://dummyimage.com/600x400/000/fff&text=Helios+300+2020+(15.6″+FHD+144Hz,+Core+i7-10750H,+GTX+1660+Ti,+16GB,+512GB+SSD)",27
10002,100003136,2021-06-25 21:03:20.868683,Paulo Gandrama,Male,2004-11-24,paulo.gandrama@fakeemail.com,9841877929,Word of Mouth,app,27.6696,85.3281,Tyagal - Lalitpur Rd,2020-12-17 05:57:22.613644,"Helios 300 2020 (15.6″ FHD 144Hz, Core i7-10750H, GTX 1660 Ti, 16GB, 512GB SSD)",190000,Laptop,"https://dummyimage.com/600x400/000/fff&text=Helios+300+2020+(15.6″+FHD+144Hz,+Core+i7-10750H,+GTX+1660+Ti,+16GB,+512GB+SSD)",27
10002,100003252,2021-04-14 01:33:53.372656,Jenis Lage,Male,1996-07-31,jenis.lage@fakeemail.com,9841638492,Facebook/Ads,browser,27.6853,85.3183,Kupondole Rd 162,2020-12-20 07:03:25.328616,"Helios 300 2020 (15.6″ FHD 144Hz, Core i7-10750H, GTX 1660 Ti, 16GB, 512GB SSD)",190000,Laptop,"https://dummyimage.com/600x400/000/fff&text=Helios+300+2020+(15.6″+FHD+144Hz,+Core+i7-10750H,+GTX+1660+Ti,+16GB,+512GB+SSD)",27
10002,100004008,2021-01-19 22:13:14.650456,Santoshi Aafrin,Female,1994-11-09,santoshi.aafrin@fakeemail.com,9841113583,Facebook/Ads,browser,27.7019,85.3214,Pradarshani Marg,2021-01-08 05:32:59.426661,"Helios 300 2020 (15.6″ FHD 144Hz, Core i7-10750H, GTX 1660 Ti, 16GB, 512GB SSD)",190000,Laptop,"https://dummyimage.com/600x400/000/fff&text=Helios+300+2020+(15.6″+FHD+144Hz,+Core+i7-10750H,+GTX+1660+Ti,+16GB,+512GB+SSD)",27
10002,100004190,2021-01-12 07:26:25.008857,Sumit Bakhunchhe,Male,2002-01-14,sumit.bakhunchhe@fakeemail.com,9841550150,Word of Mouth,browser,27.6835,85.3266,Lane 2,2021-01-12 05:59:00.792103,"Helios 300 2020 (15.6″ FHD 144Hz, Core i7-10750H, GTX 1660 Ti, 16GB, 512GB SSD)",190000,Laptop,"https://dummyimage.com/600x400/000/fff&text=Helios+300+2020+(15.6″+FHD+144Hz,+Core+i7-10750H,+GTX+1660+Ti,+16GB,+512GB+SSD)",27
10002,100004628,2021-04-14 06:55:21.644589,Czan duwal Maahrjan,Male,1982-11-21,czan.duwal@fakeemail.com,9841021890,Facebook/Ads,browser,27.6973,85.3008,Mathmukteshwor Marga,2021-01-23 06:06:38.295573,"Helios 300 2020 (15.6″ FHD 144Hz, Core i7-10750H, GTX 1660 Ti, 16GB, 512GB SSD)",190000,Laptop,"https://dummyimage.com/600x400/000/fff&text=Helios+300+2020+(15.6″+FHD+144Hz,+Core+i7-10750H,+GTX+1660+Ti,+16GB,+512GB+SSD)",27
10002,100005565,2021-04-25 03:07:12.698939,Kusum Begwanit,Other,2000-12-22,kusum.begwanit@fakeemail.com,9841258840,Other,browser,27.7,85.3217,Putalisadak,2021-02-14 00:35:37.617308,"Helios 300 2020 (15.6″ FHD 144Hz, Core i7-10750H, GTX 1660 Ti, 16GB, 512GB SSD)",190000,Laptop,"https://dummyimage.com/600x400/000/fff&text=Helios+300+2020+(15.6″+FHD+144Hz,+Core+i7-10750H,+GTX+1660+Ti,+16GB,+512GB+SSD)",27
10002,100006157,2021-02-26 03:58:48.076435,Sunita Chuwal,Female,2003-03-29,sunita.chuwal@fakeemail.com,9841305015,Google Search,browser,27.733,85.3334,Gairi Marg,2021-02-26 02:55:55.095831,"Helios 300 2020 (15.6″ FHD 144Hz, Core i7-10750H, GTX 1660 Ti, 16GB, 512GB SSD)",190000,Laptop,"https://dummyimage.com/600x400/000/fff&text=Helios+300+2020+(15.6″+FHD+144Hz,+Core+i7-10750H,+GTX+1660+Ti,+16GB,+512GB+SSD)",27
10002,100006315,2021-05-30 22:35:30.608095,Bibhas Dafali,Male,2003-03-21,bibhas.dafali@fakeemail.com,9841408124,Facebook/Ads,browser,27.7373,85.3377,Shanti Priya Marg,2021-03-01 20:20:46.823471,"Helios 300 2020 (15.6″ FHD 144Hz, Core i7-10750H, GTX 1660 Ti, 16GB, 512GB SSD)",190000,Laptop,"https://dummyimage.com/600x400/000/fff&text=Helios+300+2020+(15.6″+FHD+144Hz,+Core+i7-10750H,+GTX+1660+Ti,+16GB,+512GB+SSD)",27
10002,100006842,2021-03-31 02:26:17.130718,Santoshi Ahmad,Female,1998-08-27,santoshi.ahmad@fakeemail.com,9841934178,Google Search,browser,27.6909,85.3344,Bhakti Thapa Sadak,2021-03-13 14:41:07.815556,"Helios 300 2020 (15.6″ FHD 144Hz, Core i7-10750H, GTX 1660 Ti, 16GB, 512GB SSD)",190000,Laptop,"https://dummyimage.com/600x400/000/fff&text=Helios+300+2020+(15.6″+FHD+144Hz,+Core+i7-10750H,+GTX+1660+Ti,+16GB,+512GB+SSD)",27
10002,100008635,2021-06-04 04:11:23.979918,Pralhad Rijwan,Male,2002-04-25,pralhad.rijwan@fakeemail.com,9841602115,Google Search,browser,27.7178,85.3092,Lemon Tree Hotel,2021-04-16 01:10:56.255197,"Helios 300 2020 (15.6″ FHD 144Hz, Core i7-10750H, GTX 1660 Ti, 16GB, 512GB SSD)",190000,Laptop,"https://dummyimage.com/600x400/000/fff&text=Helios+300+2020+(15.6″+FHD+144Hz,+Core+i7-10750H,+GTX+1660+Ti,+16GB,+512GB+SSD)",27
10002,100010062,2021-08-18 14:57:24.610829,Amir Budthapa,Male,1996-10-07,amir.budthapa@fakeemail.com,9841157408,Google Search,browser,27.7305,85.3302,Thirbam Sadak,2021-05-11 11:31:03.885402,"Helios 300 2020 (15.6″ FHD 144Hz, Core i7-10750H, GTX 1660 Ti, 16GB, 512GB SSD)",190000,Laptop,"https://dummyimage.com/600x400/000/fff&text=Helios+300+2020+(15.6″+FHD+144Hz,+Core+i7-10750H,+GTX+1660+Ti,+16GB,+512GB+SSD)",27
10002,100010077,2021-05-11 12:31:23.102400,Nitish Haluwai,Male,1981-12-08,nitish.haluwai@fakeemail.com,9841998636,Other,browser,27.6803,85.3235,Mitra Primary School,2021-05-11 05:58:04.001673,"Helios 300 2020 (15.6″ FHD 144Hz, Core i7-10750H, GTX 1660 Ti, 16GB, 512GB SSD)",190000,Laptop,"https://dummyimage.com/600x400/000/fff&text=Helios+300+2020+(15.6″+FHD+144Hz,+Core+i7-10750H,+GTX+1660+Ti,+16GB,+512GB+SSD)",27
10002,100011084,2021-05-28 22:31:52.960007,Yahnaa Rajput,Female,1991-04-18,yahnaa.rajput@fakeemail.com,9841181492,Google Search,browser,27.6943,85.311,Tripura Marg,2021-05-28 13:26:03.370414,"Helios 300 2020 (15.6″ FHD 144Hz, Core i7-10750H, GTX 1660 Ti, 16GB, 512GB SSD)",190000,Laptop,"https://dummyimage.com/600x400/000/fff&text=Helios+300+2020+(15.6″+FHD+144Hz,+Core+i7-10750H,+GTX+1660+Ti,+16GB,+512GB+SSD)",27
10002,100011499,2021-06-04 10:02:33.432210,Yash Basnet,Male,2003-01-28,yash.basnet@fakeemail.com,9841321325,Google Search,app,27.7185,85.2866,Sanskriti Int'l School,2021-06-04 03:31:48.997654,"Helios 300 2020 (15.6″ FHD 144Hz, Core i7-10750H, GTX 1660 Ti, 16GB, 512GB SSD)",190000,Laptop,"https://dummyimage.com/600x400/000/fff&text=Helios+300+2020+(15.6″+FHD+144Hz,+Core+i7-10750H,+GTX+1660+Ti,+16GB,+512GB+SSD)",27
10002,100011858,2021-06-10 11:09:33.552199,Saroj Deoju,Male,1979-04-20,saroj.deoju@fakeemail.com,9841927597,Google Search,browser,27.7182,85.319,Metro Park,2021-06-10 04:23:54.325746,"Helios 300 2020 (15.6″ FHD 144Hz, Core i7-10750H, GTX 1660 Ti, 16GB, 512GB SSD)",190000,Laptop,"https://dummyimage.com/600x400/000/fff&text=Helios+300+2020+(15.6″+FHD+144Hz,+Core+i7-10750H,+GTX+1660+Ti,+16GB,+512GB+SSD)",27
10002,100013244,2021-07-09 03:54:23.210209,Nirajan Bm,Prefer not to say,1996-05-08,nirajan.bm@fakeemail.com,9841370988,Facebook/Ads,app,27.7291,85.3278,Genesis Caf�,2021-07-02 16:05:29.784896,"Helios 300 2020 (15.6″ FHD 144Hz, Core i7-10750H, GTX 1660 Ti, 16GB, 512GB SSD)",190000,Laptop,"https://dummyimage.com/600x400/000/fff&text=Helios+300+2020+(15.6″+FHD+144Hz,+Core+i7-10750H,+GTX+1660+Ti,+16GB,+512GB+SSD)",27
10002,100014097,2021-07-08 05:44:29.694619,Yubaraj Kansaka,Male,1989-01-15,yubaraj.kansaka@fakeemail.com,9841851672,Word of Mouth,app,27.6933,85.3401,CIST College,2021-07-08 03:02:26.065888,"Helios 300 2020 (15.6″ FHD 144Hz, Core i7-10750H, GTX 1660 Ti, 16GB, 512GB SSD)",190000,Laptop,"https://dummyimage.com/600x400/000/fff&text=Helios+300+2020+(15.6″+FHD+144Hz,+Core+i7-10750H,+GTX+1660+Ti,+16GB,+512GB+SSD)",27
10002,100015006,2021-07-15 09:16:51.337409,Ram Danai,Male,1994-05-04,ram.danai@fakeemail.com,9841597153,Facebook/Ads,app,27.7018,85.3402,Sinamangal Rd,2021-07-15 08:19:41.415918,"Helios 300 2020 (15.6″ FHD 144Hz, Core i7-10750H, GTX 1660 Ti, 16GB, 512GB SSD)",190000,Laptop,"https://dummyimage.com/600x400/000/fff&text=Helios+300+2020+(15.6″+FHD+144Hz,+Core+i7-10750H,+GTX+1660+Ti,+16GB,+512GB+SSD)",27
10002,100017360,2021-08-01 16:13:45.297413,Gagan Thapalia,Male,2004-10-11,gagan.thapalia@fakeemail.com,9841319809,Word of Mouth,browser,27.7143,85.3115,Thamel,2021-08-01 11:15:29.441645,"Helios 300 2020 (15.6″ FHD 144Hz, Core i7-10750H, GTX 1660 Ti, 16GB, 512GB SSD)",190000,Laptop,"https://dummyimage.com/600x400/000/fff&text=Helios+300+2020+(15.6″+FHD+144Hz,+Core+i7-10750H,+GTX+1660+Ti,+16GB,+512GB+SSD)",27
10003,100000388,2020-09-25 11:06:19.406295,Lune Musalman,Female,2002-04-14,lune.musalman@fakeemail.com,9841749798,Word of Mouth,browser,27.6858,85.3233,1st Cross,2020-09-18 09:38:21.934893,Sony Alpha A6500 (With 18-135mm zoom lens),245000,Camera,https://dummyimage.com/600x400/000/fff&text=Sony+Alpha+A6500+(With+18-135mm+zoom+lens),71
10003,100000965,2020-10-11 11:30:13.589353,Roshika Dhakhal,Female,1992-09-03,roshika.dhakhal@fakeemail.com,9841025357,Facebook/Ads,browser,27.6838,85.3115,Brazilian House,2020-10-11 03:01:55.120990,Sony Alpha A6500 (With 18-135mm zoom lens),245000,Camera,https://dummyimage.com/600x400/000/fff&text=Sony+Alpha+A6500+(With+18-135mm+zoom+lens),71
10003,100001349,2021-01-25 16:12:37.277475,Sarita Olee,Female,2004-07-21,sarita.olee@fakeemail.com,9841358728,Facebook/Ads,browser,27.6512,85.3163,Milan Chowk - Dunia Danda Rd,2020-10-24 01:37:31.704919,Sony Alpha A6500 (With 18-135mm zoom lens),245000,Camera,https://dummyimage.com/600x400/000/fff&text=Sony+Alpha+A6500+(With+18-135mm+zoom+lens),71
10003,100001438,2021-01-10 21:26:44.968560,Binod Neupal,Male,1998-06-22,binod.neupal@fakeemail.com,9841156803,Word of Mouth,browser,27.6908,85.28,Janapath Secondary School,2020-10-27 09:29:00.946051,Sony Alpha A6500 (With 18-135mm zoom lens),245000,Camera,https://dummyimage.com/600x400/000/fff&text=Sony+Alpha+A6500+(With+18-135mm+zoom+lens),71
